0	0.006840685214902167
1	0.048881207831654686
2	0.01103392510901575
3	0.016240497538698724
4	0.026590387702178517
5	0.0088589248597987
6	0.007414778455163733
7	0.008324753050767176
8	0.012529196790926941
9	0.034526518459507355
10	0.007227578000638288
11	0.01602117164378084
12	0.005928419439275866
13	0.009879973040812081
14	0.017462582911996177
15	0.01570036434017266
16	0.020381811639760054
17	0.009506103910471962
18	0.007913211620631803
19	0.02287578775788333
20	0.019767958892647677
21	0.02095839786389662
22	0.015884884439982414
23	0.05481512995804017
24	0.04969313007973046
25	0.012551293149810723
26	0.027177962813063002
27	0.023883800101011734
28	0.029634126488017668
29	0.09993216645340489
30	0.0065666851781634485
31	0.026838103642210495
32	0.008903763820967367
33	0.01564908655483569
34	0.006089483349505589
35	0.027707071079702876
36	0.00884936141028409
37	0.014107674689743778
38	0.025138582323517098
39	0.03293227480533684
40	0.007241576758565634
41	0.006075567961771533
42	0.007637555723285408
43	0.013509147832218524
44	0.013142522771189904
45	0.00716987649561884
46	0.06176762764178905
47	0.00531384909404643
48	0.022192334924649955
49	0.01473112438501846
